id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,compound_db_identity:compound_db_identity,compound_db_identity:compound_name,compound_db_identity:mol_formula,compound_db_identity:adduct,compound_db_identity:precursor_mz,compound_db_identity:mz_diff_ppm,compound_db_identity:neutral_mass,compound_db_identity:isotope_pattern_score,datafile:HODA_6008-77-2_10mgmL.raw:feature_state,datafile:HODA_6008-77-2_10mgmL.raw:mz,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:min,datafile:HODA_6008-77-2_10mgmL.raw:mz_range:max,datafile:HODA_6008-77-2_10mgmL.raw:rt,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:min,datafile:HODA_6008-77-2_10mgmL.raw:rt_range:max,datafile:HODA_6008-77-2_10mgmL.raw:height,datafile:HODA_6008-77-2_10mgmL.raw:area,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:min,datafile:HODA_6008-77-2_10mgmL.raw:intensity_range:max,datafile:HODA_6008-77-2_10mgmL.raw:fwhm,datafile:HODA_6008-77-2_10mgmL.raw:tailing_factor,datafile:HODA_6008-77-2_10mgmL.raw:asymmetry_factor,datafile:HODA_6008-77-2_10mgmL.raw:fragment_scans,datafile:HODA_6008-77-2_10mgmL.raw:compound_name,datafile:HODA_6008-77-2_10mgmL.raw:isotopes,datafile:HODA_6008-77-2_10mgmL.raw:isotope_pattern_score
1057,23.06,22.74,24.83,1349.9418,1349.9396,1349.9435,1.7E3,3.1E3,6.9E2,1.7E3,0,,,,,,,,,DETECTED,1349.9418,1349.9396,1349.9435,23.06,22.74,24.83,1.7E3,3.1E3,6.9E2,1.7E3,2.10,3.31,5.63,0,,,
1058,23.06,22.72,24.92,1351.0148,1351.0137,1351.0175,2.7E3,5.1E3,8.8E2,2.7E3,0,,,,,,,,,DETECTED,1351.0148,1351.0137,1351.0175,23.06,22.72,24.92,2.7E3,5.1E3,8.8E2,2.7E3,2.16,3.30,5.60,0,,,
1059,23.06,22.72,24.88,1352.6243,1352.6228,1352.6268,2.5E3,4.7E3,9.4E2,2.5E3,0,,,,,,,,,DETECTED,1352.6243,1352.6228,1352.6268,23.06,22.72,24.88,2.5E3,4.7E3,9.4E2,2.5E3,2.13,3.24,5.49,0,,,
1060,23.07,22.76,24.97,645.9092,645.9088,645.9099,1.3E4,1.9E4,1.7E3,1.3E4,0,,,,,,,,,DETECTED,645.9092,645.9088,645.9099,23.07,22.76,24.97,1.3E4,1.9E4,1.7E3,1.3E4,1.86,3.51,6.04,0,,,
1061,23.09,22.78,23.44,644.4077,644.4070,644.4085,4.5E3,2.1E3,9.3E2,4.5E3,0,,,,,,,,,DETECTED,644.4077,644.4070,644.4085,23.09,22.78,23.44,4.5E3,2.1E3,9.3E2,4.5E3,0.60,1.06,1.12,0,,,
1062,23.11,22.74,23.49,1032.4495,1032.4484,1032.4513,7.3E3,3.8E3,1.5E3,7.3E3,0,,,,,,,,,DETECTED,1032.4495,1032.4484,1032.4513,23.11,22.74,23.49,7.3E3,3.8E3,1.5E3,7.3E3,0.70,1.03,1.05,0,,,
1063,23.11,22.76,23.39,1033.4505,1033.4486,1033.4528,5.1E3,2.6E3,1.8E3,5.1E3,0,,,,,,,,,DETECTED,1033.4505,1033.4486,1033.4528,23.11,22.76,23.39,5.1E3,2.6E3,1.8E3,5.1E3,0.60,0.90,0.80,0,,,
1064,23.16,22.72,25.00,1285.8074,1285.8056,1285.8097,7.6E3,1.4E4,1.4E3,7.6E3,0,,,,,,,,,DETECTED,1285.8074,1285.8056,1285.8097,23.16,22.72,25.00,7.6E3,1.4E4,1.4E3,7.6E3,2.12,2.61,4.21,0,,,
1065,23.62,22.74,24.67,646.6600,646.6594,646.6610,8.0E3,1.1E4,1.1E3,8.0E3,0,,,,,,,,,DETECTED,646.6600,646.6594,646.6610,23.62,22.74,24.67,8.0E3,1.1E4,1.1E3,8.0E3,1.76,1.10,1.20,0,,,
1066,23.64,22.74,24.69,1295.8178,1295.8158,1295.8214,7.0E3,1.1E4,3.3E3,7.0E3,0,,,,,,,,,DETECTED,1295.8178,1295.8158,1295.8214,23.64,22.74,24.69,7.0E3,1.1E4,3.3E3,7.0E3,1.34,1.09,1.18,0,,,
1067,23.64,23.49,23.69,1297.3220,1297.3189,1297.3241,2.3E3,3.4E2,1.1E3,2.3E3,0,,,,,,,,,DETECTED,1297.3220,1297.3189,1297.3241,23.64,23.49,23.69,2.3E3,3.4E2,1.1E3,2.3E3,0.20,0.69,0.38,0,,,
1068,23.65,22.79,24.71,646.9104,646.9096,646.9111,6.0E3,8.2E3,1.4E3,6.0E3,0,,,,,,,,,DETECTED,646.9104,646.9096,646.9111,23.65,22.79,24.71,6.0E3,8.2E3,1.4E3,6.0E3,1.15,1.11,1.22,0,,,
1069,23.69,22.71,25.20,1286.8082,1286.8072,1286.8110,3.9E4,7.0E4,1.1E3,3.9E4,0,,,,,,,,,DETECTED,1286.8082,1286.8072,1286.8110,23.69,22.71,25.20,3.9E4,7.0E4,1.1E3,3.9E4,2.07,1.25,1.40,0,,,
1070,23.71,22.76,24.60,646.1594,646.1586,646.1600,1.1E4,1.6E4,1.4E3,1.1E4,0,,,,,,,,,DETECTED,646.1594,646.1586,646.1600,23.71,22.76,24.60,1.1E4,1.6E4,1.4E3,1.1E4,1.74,0.97,0.94,0,,,
1071,23.71,22.74,24.55,1032.0492,1032.0477,1032.0509,6.8E3,8.8E3,2.3E3,6.8E3,0,,,,,,,,,DETECTED,1032.0492,1032.0477,1032.0509,23.71,22.74,24.55,6.8E3,8.8E3,2.3E3,6.8E3,1.76,0.94,0.87,0,,,
1072,23.72,23.44,24.72,644.4077,644.4069,644.4085,5.3E3,4.8E3,1.6E3,5.3E3,0,,,,,,,,,DETECTED,644.4077,644.4069,644.4085,23.72,23.44,24.72,5.3E3,4.8E3,1.6E3,5.3E3,1.17,2.28,3.56,0,,,
1073,23.72,22.71,25.34,1288.3092,1288.3085,1288.3123,1.7E5,3.3E5,2.8E3,1.7E5,0,,,,,,,,,DETECTED,1288.3092,1288.3085,1288.3123,23.72,22.71,25.34,1.7E5,3.3E5,2.8E3,1.7E5,2.07,1.20,1.33,0,,,
1074,23.72,22.72,24.90,1293.5648,1293.5633,1293.5685,9.4E3,1.5E4,2.7E3,9.4E3,0,,,,,,,,,DETECTED,1293.5648,1293.5633,1293.5685,23.72,22.72,24.90,9.4E3,1.5E4,2.7E3,9.4E3,1.92,1.09,1.18,0,,,
1075,23.74,22.71,25.22,863.5451,863.5443,863.5475,9.0E4,1.8E5,1.0E4,9.0E4,0,,,,,,,,,DETECTED,863.5451,863.5443,863.5475,23.74,22.71,25.22,9.0E4,1.8E5,1.0E4,9.0E4,2.18,1.21,1.44,0,,,
1076,23.79,22.74,24.69,645.6589,645.6583,645.6594,1.2E4,1.8E4,1.6E3,1.2E4,0,,,,,,,,,DETECTED,645.6589,645.6583,645.6594,23.79,22.74,24.69,1.2E4,1.8E4,1.6E3,1.2E4,1.85,0.92,0.85,0,,,
1077,23.81,22.74,24.60,644.6579,644.6570,644.6585,7.2E3,9.5E3,1.1E3,7.2E3,0,,,,,,,,,DETECTED,644.6579,644.6570,644.6585,23.81,22.74,24.60,7.2E3,9.5E3,1.1E3,7.2E3,1.74,0.87,0.74,0,,,
1078,23.81,22.76,24.71,1296.3192,1296.3163,1296.3237,4.0E3,5.8E3,1.7E3,4.0E3,0,,,,,,,,,DETECTED,1296.3192,1296.3163,1296.3237,23.81,22.76,24.71,4.0E3,5.8E3,1.7E3,4.0E3,1.23,0.92,0.85,0,,,
1079,23.83,23.49,24.72,1032.4496,1032.4478,1032.4513,7.3E3,6.3E3,2.5E3,7.3E3,0,,,,,,,,,DETECTED,1032.4496,1032.4478,1032.4513,23.83,23.49,24.72,7.3E3,6.3E3,2.5E3,7.3E3,1.12,1.84,2.68,0,,,
1080,23.83,22.72,25.11,1286.3078,1286.3067,1286.3113,2.0E4,3.4E4,1.3E3,2.0E4,0,,,,,,,,,DETECTED,1286.3078,1286.3067,1286.3113,23.83,22.72,25.11,2.0E4,3.4E4,1.3E3,2.0E4,2.04,1.08,1.14,0,,,
1081,23.83,22.71,25.43,1287.3085,1287.3077,1287.3120,6.8E4,1.3E5,8.6E2,6.8E4,0,,,,,,,,,DETECTED,1287.3085,1287.3077,1287.3120,23.83,22.71,25.43,6.8E4,1.3E5,8.6E2,6.8E4,2.09,1.09,1.11,0,,,
1082,23.83,22.71,25.43,1287.8088,1287.8081,1287.8115,1.2E5,2.2E5,1.2E3,1.2E5,0,,,,,,,,,DETECTED,1287.8088,1287.8081,1287.8115,23.83,22.71,25.43,1.2E5,2.2E5,1.2E3,1.2E5,2.05,1.09,1.10,0,,,
1083,23.85,23.57,24.72,1031.8490,1031.8472,1031.8511,6.2E3,4.6E3,2.0E3,6.2E3,0,,,,,,,,,DETECTED,1031.8490,1031.8472,1031.8511,23.85,23.57,24.72,6.2E3,4.6E3,2.0E3,6.2E3,1.09,2.07,3.13,0,,,
1084,23.85,22.74,24.90,1232.2054,1232.2041,1232.2073,2.3E3,4.2E3,7.4E2,2.3E3,0,,,,,,,,,DETECTED,1232.2054,1232.2041,1232.2073,23.85,22.74,24.90,2.3E3,4.2E3,7.4E2,2.3E3,2.15,0.98,0.95,0,,,
1085,23.85,22.72,24.90,1234.0755,1234.0741,1234.0780,2.4E3,4.5E3,7.7E2,2.4E3,0,,,,,,,,,DETECTED,1234.0755,1234.0741,1234.0780,23.85,22.72,24.90,2.4E3,4.5E3,7.7E2,2.4E3,2.15,0.97,0.94,0,,,
1086,23.85,22.71,25.30,1290.0608,1290.0600,1290.0653,1.0E5,1.8E5,1.0E3,1.0E5,0,,,,,,,,,DETECTED,1290.0608,1290.0600,1290.0653,23.85,22.71,25.30,1.0E5,1.8E5,1.0E3,1.0E5,2.05,1.07,1.07,0,,,
1087,23.85,22.71,25.55,1290.3108,1290.3100,1290.3146,3.7E5,7.0E5,3.1E3,3.7E5,0,,,,,,,,,DETECTED,1290.3108,1290.3100,1290.3146,23.85,22.71,25.55,3.7E5,7.0E5,3.1E3,3.7E5,2.09,1.07,1.08,0,,,
1088,23.85,22.71,25.29,1290.5611,1290.5603,1290.5668,9.8E4,1.8E5,7.2E2,9.8E4,0,,,,,,,,,DETECTED,1290.5611,1290.5603,1290.5668,23.85,22.71,25.29,9.8E4,1.8E5,7.2E2,9.8E4,2.09,1.06,1.07,0,,,
1089,23.85,22.71,25.57,1290.8111,1290.8104,1290.8157,3.8E5,7.0E5,3.2E3,3.8E5,0,,,,,,,,,DETECTED,1290.8111,1290.8104,1290.8157,23.85,22.71,25.57,3.8E5,7.0E5,3.2E3,3.8E5,2.08,1.07,1.07,0,,,
1090,23.85,22.72,25.16,1292.0624,1292.0613,1292.0670,5.1E4,8.8E4,1.1E3,5.1E4,0,,,,,,,,,DETECTED,1292.0624,1292.0613,1292.0670,23.85,22.72,25.16,5.1E4,8.8E4,1.1E3,5.1E4,2.09,1.07,1.08,0,,,
1091,23.85,22.71,25.46,1293.3134,1293.3125,1293.3189,1.1E5,2.0E5,9.7E2,1.1E5,0,,,,,,,,,DETECTED,1293.3134,1293.3125,1293.3189,23.85,22.71,25.46,1.1E5,2.0E5,9.7E2,1.1E5,2.08,1.07,1.08,0,,,
1092,23.85,22.71,25.18,1294.3151,1294.3142,1294.3197,4.0E4,7.1E4,1.3E3,4.0E4,0,,,,,,,,,DETECTED,1294.3151,1294.3142,1294.3197,23.85,22.71,25.18,4.0E4,7.1E4,1.3E3,4.0E4,2.08,1.07,1.08,0,,,
1093,23.86,23.48,24.57,1032.8499,1032.8487,1032.8520,7.8E3,5.5E3,3.3E3,7.8E3,0,,,,,,,,,DETECTED,1032.8499,1032.8487,1032.8520,23.86,23.48,24.57,7.8E3,5.5E3,3.3E3,7.8E3,0.95,1.41,1.82,0,,,
1094,23.86,22.72,25.11,1288.0596,1288.0587,1288.0621,1.8E4,3.0E4,9.0E2,1.8E4,0,,,,,,,,,DETECTED,1288.0596,1288.0587,1288.0621,23.86,22.72,25.11,1.8E4,3.0E4,9.0E2,1.8E4,2.08,1.05,1.05,0,,,
1095,23.86,22.71,25.34,1293.8144,1293.8133,1293.8186,6.4E4,1.2E5,9.7E2,6.4E4,0,,,,,,,,,DETECTED,1293.8144,1293.8133,1293.8186,23.86,22.71,25.34,6.4E4,1.2E5,9.7E2,6.4E4,2.08,1.06,1.04,0,,,
1096,23.88,23.46,24.88,1032.2494,1032.2481,1032.2524,6.6E3,6.2E3,1.4E3,6.6E3,0,,,,,,,,,DETECTED,1032.2494,1032.2481,1032.2524,23.88,23.46,24.88,6.6E3,6.2E3,1.4E3,6.6E3,1.22,1.69,2.38,0,,,
1097,23.88,22.72,24.69,1285.3069,1285.3037,1285.3108,3.0E3,4.7E3,1.1E3,3.0E3,0,,,,,,,,,DETECTED,1285.3069,1285.3037,1285.3108,23.88,22.72,24.69,3.0E3,4.7E3,1.1E3,3.0E3,1.96,0.85,0.70,0,,,
1098,23.90,23.48,24.42,1031.2482,1031.2455,1031.2499,3.2E3,2.3E3,1.3E3,3.2E3,0,,,,,,,,,DETECTED,1031.2482,1031.2455,1031.2499,23.90,23.48,24.42,3.2E3,2.3E3,1.3E3,3.2E3,0.74,1.13,1.25,0,,,
1099,23.90,23.49,24.55,1031.6485,1031.6464,1031.6502,5.0E3,3.9E3,2.3E3,5.0E3,0,,,,,,,,,DETECTED,1031.6485,1031.6464,1031.6502,23.90,23.49,24.55,5.0E3,3.9E3,2.3E3,5.0E3,1.01,1.31,1.61,0,,,
1100,23.90,22.74,24.49,1033.6507,1033.6478,1033.6533,4.4E3,5.7E3,1.0E3,4.4E3,0,,,,,,,,,DETECTED,1033.6507,1033.6478,1033.6533,23.90,22.74,24.49,4.4E3,5.7E3,1.0E3,4.4E3,1.03,0.76,0.52,0,,,
1101,23.92,23.25,24.30,644.1575,644.1568,644.1585,3.8E3,2.6E3,1.4E3,3.8E3,0,,,,,,,,,DETECTED,644.1575,644.1568,644.1585,23.92,23.25,24.30,3.8E3,2.6E3,1.4E3,3.8E3,0.70,0.79,0.58,0,,,
1102,23.92,22.76,24.71,646.4097,646.4092,646.4103,1.0E4,1.4E4,2.0E3,1.0E4,0,,,,,,,,,DETECTED,646.4097,646.4092,646.4103,23.92,22.76,24.71,1.0E4,1.4E4,2.0E3,1.0E4,1.76,0.84,0.68,0,,,
1103,23.93,22.72,25.18,1294.8161,1294.8150,1294.8221,2.2E4,3.9E4,7.1E2,2.2E4,0,,,,,,,,,DETECTED,1294.8161,1294.8150,1294.8221,23.93,22.72,25.18,2.2E4,3.9E4,7.1E2,2.2E4,2.02,1.01,0.95,0,,,
1104,24.02,22.74,24.67,645.1584,645.1579,645.1591,1.0E4,1.5E4,1.0E3,1.0E4,0,,,,,,,,,DETECTED,645.1584,645.1579,645.1591,24.02,22.74,24.67,1.0E4,1.5E4,1.0E3,1.0E4,1.83,0.75,0.51,0,,,
1105,24.02,23.90,24.62,647.4111,647.4100,647.4123,2.7E3,1.4E3,9.5E2,2.7E3,0,,,,,,,,,DETECTED,647.4111,647.4100,647.4123,24.02,23.90,24.62,2.7E3,1.4E3,9.5E2,2.7E3,0.68,2.93,4.85,0,,,
1106,24.02,22.74,24.37,1033.0501,1033.0485,1033.0517,6.0E3,7.4E3,1.2E3,6.0E3,0,,,,,,,,,DETECTED,1033.0501,1033.0485,1033.0517,24.02,22.74,24.37,6.0E3,7.4E3,1.2E3,6.0E3,1.59,0.64,0.27,0,,,
1107,24.02,23.39,24.39,1033.4505,1033.4484,1033.4528,4.8E3,3.4E3,1.7E3,4.8E3,0,,,,,,,,,DETECTED,1033.4505,1033.4484,1033.4528,24.02,23.39,24.39,4.8E3,3.4E3,1.7E3,4.8E3,0.83,0.79,0.58,0,,,
1108,24.13,22.74,24.69,644.9082,644.9077,644.9086,8.3E3,1.2E4,9.0E2,8.3E3,0,,,,,,,,,DETECTED,644.9082,644.9077,644.9086,24.13,22.74,24.69,8.3E3,1.2E4,9.0E2,8.3E3,1.84,0.70,0.41,0,,,
1109,24.13,22.74,24.69,645.4087,645.4081,645.4093,1.2E4,1.7E4,1.5E3,1.2E4,0,,,,,,,,,DETECTED,645.4087,645.4081,645.4093,24.13,22.74,24.69,1.2E4,1.7E4,1.5E3,1.2E4,1.81,0.70,0.41,0,,,
1110,24.23,24.16,24.28,1295.5685,1295.5665,1295.5704,2.0E3,2.0E2,9.6E2,2.0E3,0,,,,,,,,,DETECTED,1295.5685,1295.5665,1295.5704,24.23,24.16,24.28,2.0E3,2.0E2,9.6E2,2.0E3,0.14,0.88,0.75,0,,,
1111,24.23,23.53,24.67,1298.3232,1298.3193,1298.3275,2.5E3,2.3E3,1.2E3,2.5E3,0,"BP33; NK5&6, [M+2H]2+, 1298.3196, ",BP33; NK5&6,C82H130O32N24Gd4,[M+2H]2+,1298.3196,2.758,2594.6247,,DETECTED,1298.3232,1298.3193,1298.3275,24.23,23.53,24.67,2.5E3,2.3E3,1.2E3,2.5E3,1.17,0.81,0.63,0,,,
1112,24.39,22.72,25.09,863.8788,863.8779,863.8807,4.2E4,8.0E4,1.1E4,4.2E4,0,,,,,,,,,DETECTED,863.8788,863.8779,863.8807,24.39,22.72,25.09,4.2E4,8.0E4,1.1E4,4.2E4,2.22,0.71,0.42,0,,,
1113,24.79,22.71,25.39,829.2124,829.2106,829.2152,3.1E3,6.3E3,6.8E2,3.1E3,0,,,,,,,,,DETECTED,829.2124,829.2106,829.2152,24.79,22.71,25.39,3.1E3,6.3E3,6.8E2,3.1E3,2.45,0.64,0.29,0,,,
1114,24.81,22.71,25.37,893.3292,893.3281,893.3315,3.1E3,6.6E3,7.9E2,3.1E3,0,,,,,,,,,DETECTED,893.3292,893.3281,893.3315,24.81,22.71,25.37,3.1E3,6.6E3,7.9E2,3.1E3,2.48,0.63,0.27,0,,,
1115,24.81,22.71,25.41,893.6820,893.6807,893.6845,3.2E3,6.9E3,6.9E2,3.2E3,0,,,,,,,,,DETECTED,893.6820,893.6807,893.6845,24.81,22.71,25.41,3.2E3,6.9E3,6.9E2,3.2E3,2.46,0.64,0.28,0,,,
1116,24.83,22.71,25.37,828.8970,828.8956,828.8993,2.9E3,6.1E3,6.7E2,2.9E3,0,,,,,,,,,DETECTED,828.8970,828.8956,828.8993,24.83,22.71,25.37,2.9E3,6.1E3,6.7E2,2.9E3,2.49,0.63,0.26,0,,,
1117,24.83,22.71,25.30,829.5276,829.5260,829.5299,3.0E3,5.8E3,9.0E2,3.0E3,0,,,,,,,,,DETECTED,829.5276,829.5260,829.5299,24.83,22.71,25.30,3.0E3,5.8E3,9.0E2,3.0E3,1.32,0.61,0.22,0,,,
1118,24.83,22.71,25.30,829.8431,829.8415,829.8455,2.5E3,4.5E3,7.2E2,2.5E3,0,,,,,,,,,DETECTED,829.8431,829.8415,829.8455,24.83,22.71,25.30,2.5E3,4.5E3,7.2E2,2.5E3,1.32,0.61,0.22,0,,,
1119,24.83,22.71,25.30,894.3875,894.3858,894.3902,2.5E3,4.6E3,8.6E2,2.5E3,0,,,,,,,,,DETECTED,894.3875,894.3858,894.3902,24.83,22.71,25.30,2.5E3,4.6E3,8.6E2,2.5E3,2.33,0.61,0.22,0,,,
1120,24.83,24.72,25.06,1300.3018,1300.2995,1300.3050,3.7E3,9.2E2,1.5E3,3.7E3,0,,,,,,,,,DETECTED,1300.3018,1300.2995,1300.3050,24.83,24.72,25.06,3.7E3,9.2E2,1.5E3,3.7E3,0.33,1.58,2.17,0,,,
1121,24.85,24.04,25.20,830.1594,830.1578,830.1609,1.9E3,1.7E3,7.1E2,1.9E3,0,,,,,,,,,DETECTED,830.1594,830.1578,830.1609,24.85,24.04,25.20,1.9E3,1.7E3,7.1E2,1.9E3,1.14,0.72,0.44,0,,,
1122,24.85,22.71,25.32,892.9760,892.9743,892.9785,2.6E3,5.0E3,7.0E2,2.6E3,0,,,,,,,,,DETECTED,892.9760,892.9743,892.9785,24.85,22.71,25.32,2.6E3,5.0E3,7.0E2,2.6E3,1.46,0.61,0.22,0,,,
1123,24.85,24.69,25.09,1301.3025,1301.2980,1301.3060,3.4E3,9.8E2,9.9E2,3.4E3,0,,,,,,,,,DETECTED,1301.3025,1301.2980,1301.3060,24.85,24.69,25.09,3.4E3,9.8E2,9.9E2,3.4E3,0.38,1.28,1.55,0,,,
1124,24.86,22.71,25.29,828.5814,828.5798,828.5835,2.5E3,4.6E3,7.2E2,2.5E3,0,,,,,,,,,DETECTED,828.5814,828.5798,828.5835,24.86,22.71,25.29,2.5E3,4.6E3,7.2E2,2.5E3,2.43,0.60,0.20,0,,,
1125,24.86,22.71,25.39,894.0347,894.0334,894.0374,3.0E3,6.2E3,6.7E2,3.0E3,0,,,,,,,,,DETECTED,894.0347,894.0334,894.0374,24.86,22.71,25.39,3.0E3,6.2E3,6.7E2,3.0E3,2.48,0.62,0.24,0,,,
1126,24.90,24.81,25.08,1114.2937,1114.2927,1114.2954,4.5E3,9.7E2,1.4E3,4.5E3,0,,,,,,,,,DETECTED,1114.2937,1114.2927,1114.2954,24.90,24.81,25.08,4.5E3,9.7E2,1.4E3,4.5E3,0.25,1.50,2.00,0,,,
1127,24.90,24.71,24.99,1300.8021,1300.8008,1300.8046,3.7E3,7.6E2,1.6E3,3.7E3,0,,,,,,,,,DETECTED,1300.8021,1300.8008,1300.8046,24.90,24.71,24.99,3.7E3,7.6E2,1.6E3,3.7E3,0.26,0.73,0.45,0,,,
1128,24.92,24.74,25.09,1111.6242,1111.6229,1111.6265,7.8E3,1.7E3,9.4E2,7.8E3,0,,,,,,,,,DETECTED,1111.6242,1111.6229,1111.6265,24.92,24.74,25.09,7.8E3,1.7E3,9.4E2,7.8E3,0.24,1.00,1.00,0,,,
1129,24.92,24.76,25.15,1113.2924,1113.2896,1113.2949,8.6E3,2.0E3,1.1E3,8.6E3,0,,,,,,,,,DETECTED,1113.2924,1113.2896,1113.2949,24.92,24.76,25.15,8.6E3,2.0E3,1.1E3,8.6E3,0.22,1.22,1.52,0,,,
1130,24.92,24.81,25.06,1114.6274,1114.6264,1114.6292,3.6E3,6.5E2,1.3E3,3.6E3,0,,,,,,,,,DETECTED,1114.6274,1114.6264,1114.6292,24.92,24.81,25.06,3.6E3,6.5E2,1.3E3,3.6E3,0.22,1.17,1.33,0,,,
1131,24.93,24.85,25.04,731.3455,731.3450,731.3460,1.6E3,2.6E2,7.7E2,1.6E3,0,,,,,,,,,DETECTED,731.3455,731.3450,731.3460,24.93,24.85,25.04,1.6E3,2.6E2,7.7E2,1.6E3,0.22,1.10,1.20,0,,,
1132,24.93,24.76,25.20,753.2481,753.2474,753.2485,1.1E4,2.9E3,9.7E2,1.1E4,0,,,,,,,,,DETECTED,753.2481,753.2474,753.2485,24.93,24.76,25.20,1.1E4,2.9E3,9.7E2,1.1E4,0.25,1.25,1.44,0,,,
1133,24.93,24.67,25.46,754.2499,754.2492,754.2504,8.4E4,2.2E4,1.1E3,8.4E4,0,,,,,,,,,DETECTED,754.2499,754.2492,754.2504,24.93,24.67,25.46,8.4E4,2.2E4,1.1E3,8.4E4,0.24,1.30,1.35,0,,,
1134,24.93,24.67,25.53,755.2498,755.2485,755.2502,1.3E5,3.5E4,7.1E2,1.3E5,0,,,,,,,,,DETECTED,755.2498,755.2485,755.2502,24.93,24.67,25.53,1.3E5,3.5E4,7.1E2,1.3E5,0.25,1.30,1.37,0,,,
1135,24.93,24.67,25.50,756.2515,756.2509,756.2521,1.2E5,3.2E4,8.9E2,1.2E5,0,,,,,,,,,DETECTED,756.2515,756.2509,756.2521,24.93,24.67,25.50,1.2E5,3.2E4,8.9E2,1.2E5,0.24,1.27,1.34,0,,,
1136,24.93,24.67,25.53,757.2516,757.2500,757.2521,1.6E5,4.3E4,9.4E2,1.6E5,0,,,,,,,,,DETECTED,757.2516,757.2500,757.2521,24.93,24.67,25.53,1.6E5,4.3E4,9.4E2,1.6E5,0.25,1.33,1.39,0,,,
1137,24.93,24.71,25.36,758.2548,758.2542,758.2562,4.1E4,1.1E4,9.7E2,4.1E4,0,"BP28; U28, [M+H]+, 758.2593, ",BP28; U28,C26H45O9N7Gd,[M+H]+,758.2593,-5.822,757.2520,,DETECTED,758.2548,758.2542,758.2562,24.93,24.71,25.36,4.1E4,1.1E4,9.7E2,4.1E4,0.25,1.29,1.34,0,,,
1138,24.93,24.67,25.51,759.2542,759.2533,759.2550,1.2E5,3.3E4,9.2E2,1.2E5,0,,,,,,,,,DETECTED,759.2542,759.2533,759.2550,24.93,24.67,25.51,1.2E5,3.3E4,9.2E2,1.2E5,0.25,1.29,1.38,0,,,
1139,24.93,24.72,25.36,760.2577,760.2570,760.2586,3.3E4,8.7E3,8.8E2,3.3E4,0,,,,,,,,,DETECTED,760.2577,760.2570,760.2586,24.93,24.72,25.36,3.3E4,8.7E3,8.8E2,3.3E4,0.24,1.39,1.36,0,,,
1140,24.93,24.85,25.06,784.5588,784.5584,784.5595,1.7E3,3.0E2,7.4E2,1.7E3,0,,,,,,,,,DETECTED,784.5588,784.5584,784.5595,24.93,24.85,25.06,1.7E3,3.0E2,7.4E2,1.7E3,0.22,1.20,1.40,0,,,
1141,24.93,24.79,25.08,1110.6230,1110.6220,1110.6240,3.9E3,7.2E2,1.0E3,3.9E3,0,,,,,,,,,DETECTED,1110.6230,1110.6220,1110.6240,24.93,24.79,25.08,3.9E3,7.2E2,1.0E3,3.9E3,0.21,1.00,1.00,0,,,
1142,24.93,24.83,25.09,1110.9567,1110.9559,1110.9585,4.7E3,9.4E2,9.0E2,4.7E3,0,,,,,,,,,DETECTED,1110.9567,1110.9559,1110.9585,24.93,24.83,25.09,4.7E3,9.4E2,9.0E2,4.7E3,0.24,1.25,1.50,0,,,
1143,24.93,24.78,25.13,1111.2904,1111.2895,1111.2922,6.1E3,1.4E3,1.1E3,6.1E3,0,,,,,,,,,DETECTED,1111.2904,1111.2895,1111.2922,24.93,24.78,25.13,6.1E3,1.4E3,1.1E3,6.1E3,0.22,1.11,1.22,0,,,
1144,24.93,24.76,25.13,1111.9577,1111.9562,1111.9598,8.6E3,2.0E3,1.2E3,8.6E3,0,,,,,,,,,DETECTED,1111.9577,1111.9562,1111.9598,24.93,24.76,25.13,8.6E3,2.0E3,1.2E3,8.6E3,0.22,1.05,1.10,0,,,
1145,24.93,24.76,25.16,1112.2914,1112.2899,1112.2929,1.0E4,2.3E3,9.4E2,1.0E4,0,,,,,,,,,DETECTED,1112.2914,1112.2899,1112.2929,24.93,24.76,25.16,1.0E4,2.3E3,9.4E2,1.0E4,0.22,1.15,1.31,0,,,
1146,24.93,24.76,25.15,1112.6251,1112.6224,1112.6262,1.1E4,2.3E3,1.1E3,1.1E4,0,,,,,,,,,DETECTED,1112.6251,1112.6224,1112.6262,24.93,24.76,25.15,1.1E4,2.3E3,1.1E3,1.1E4,0.23,1.10,1.19,0,,,
1147,24.93,24.74,25.15,1112.9586,1112.9560,1112.9598,1.0E4,2.4E3,1.1E3,1.0E4,0,,,,,,,,,DETECTED,1112.9586,1112.9560,1112.9598,24.93,24.74,25.15,1.0E4,2.4E3,1.1E3,1.0E4,0.23,1.05,1.05,0,,,
1148,24.93,24.78,25.13,1113.6266,1113.6253,1113.6285,8.2E3,1.7E3,1.1E3,8.2E3,0,,,,,,,,,DETECTED,1113.6266,1113.6253,1113.6285,24.93,24.78,25.13,8.2E3,1.7E3,1.1E3,8.2E3,0.22,1.11,1.22,0,,,
